"variable","est","grad","obj","iter","convg","run_time","faboup_iter","faboup_convg","update_type","max_faboup_iter"
"theta_ou_12",0.415577286656898,NA,-16143.9382894398,6,0,182.325986146927,6,0,"block",200
"theta_ou_22",1.0651482223272,NA,-16143.9382894398,6,0,182.325986146927,6,0,"block",200
"sigma_ou_11",1.21353849623226,NA,-16143.9382894398,6,0,182.325986146927,6,0,"block",200
"sigma_ou_22",1.27659829551168,NA,-16143.9382894398,6,0,182.325986146927,6,0,"block",200
"lambda_1",0.799520560958625,9.08294687101963e-07,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_2",1.01543654285615,7.37215650903345e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_3",0.846873711638106,-2.46827714811548e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_4",1.13237615393527,-8.6893404604993e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_5",0.793255721521361,9.24665204848907e-07,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_6",1.23328042230235,9.24843640570661e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_7",0.946475873570477,5.18161942308915e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_8",1.12135392750811,8.89474633192222e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_9",0.894895641575491,-4.81173236277499e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_10",1.17491111000918,-4.79442759360182e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_11",0.909016809851506,-3.72916481072849e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_12",1.20691859282601,1.28940347108308e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_13",0.98271625519087,-1.92578496993612e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_14",1.13090307568577,-7.20679001320335e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_15",0.841155543428991,-1.85999793145264e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_16",1.0082806258804,1.05126413356693e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_17",1.2079823552351,-8.57003657073196e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"lambda_18",1.02872105381806,3.53522344687107e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_1",0.114587694180775,8.05172100233273e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_2",0.173284034163896,1.45894520054233e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_3",0.264918383348795,-8.4343938785798e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_4",0.564021303173703,9.19666361204156e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_5",0.197310783026351,3.07222413256127e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_6",0.247857602006439,6.7418564559359e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_7",0.100071202854383,-2.56706397472328e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_8",0.583386765572114,1.68312984501449e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_9",0.442202669415683,-1.35466703445053e-07,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_10",0.487042766784332,2.19706247282618e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_11",0.0561895934675912,2.3839151552587e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_12",0.859034164313378,6.97429855065542e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_13",0.419243684738508,5.20369081503155e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_14",0.131581029975673,-1.6829051327192e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_15",0.196015989408308,9.89992435633524e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_16",0.258756080854963,5.95696324120001e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_17",0.488317135816921,-2.44455676474964e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_u_18",0.214746607772217,9.52068623860224e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_1",0.094539957260295,-3.42367983322198e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_2",0.101010310000875,-3.84139623299598e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_3",0.0955539900449076,3.12433549307101e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_4",0.0963232639369568,2.53543817382851e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_5",0.0991343173015787,3.70337065080002e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_6",0.0998026854220399,-7.48685159581604e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_7",0.0948983189405191,-6.39951947708009e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_8",0.105926020630951,4.07881929225633e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_9",0.103346849448995,1.41399747200129e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_10",0.102635321150481,1.07764265478288e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_11",0.0955026532054178,2.67152096245643e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_12",0.0991083298501896,2.52957239620794e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_13",0.10024236137992,3.61360539331279e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_14",0.10485195479981,-9.0173552269408e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_15",0.102279492362543,-1.39518695132373e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_16",0.0986097049421858,-1.54203295405671e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_17",0.102452397588563,1.77716703409977e-05,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"sigma2_e_18",0.0997420012809578,5.15367365844233e-06,-16143.938319227,18,1,473.754107952118,7,0,"block",200
"theta_ou_11",0.933004871951596,NA,-16143.938329459,2,1,79.2166621685028,7,0,"block",200
"theta_ou_21",0.528937068875975,NA,-16143.938329459,2,1,79.2166621685028,7,0,"block",200
"theta_ou_12",0.415529011561547,NA,-16143.938329459,2,1,79.2166621685028,7,0,"block",200
"theta_ou_22",1.06517317336887,NA,-16143.938329459,2,1,79.2166621685028,7,0,"block",200
"sigma_ou_11",1.21369100505048,NA,-16143.938329459,2,1,79.2166621685028,7,0,"block",200
"sigma_ou_22",1.27679204592016,NA,-16143.938329459,2,1,79.2166621685028,7,0,"block",200
"lambda_1",0.799497861851169,-7.16049460405821e-07,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_2",1.01540770579277,4.89773983547437e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_3",0.846849656539286,3.3624867046278e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_4",1.1323439420742,4.92814141352937e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_5",0.793233191374391,-5.47875793134311e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_6",1.23324535921288,-7.41790248086627e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_7",0.946449049228089,8.75434466596214e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_8",1.12132201367263,4.36377538042265e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_9",0.894870187471513,-6.92522454144306e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_10",1.17487993422334,2.16685270452155e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_11",0.908992846122902,2.52462514673812e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_12",1.20688655004056,1.10809663178557e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_13",0.982690179567064,-2.5255891976883e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_14",1.13087311521445,-3.69467216154717e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_15",0.841133249475258,3.07317699463905e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_16",1.00825389122949,-2.83407934886792e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_17",1.20795029807603,1.21584597683189e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"lambda_18",1.02869376937197,-2.22611760687386e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_1",0.114587935197013,-8.25600138556343e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_2",0.173283736105047,1.03254533649014e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_3",0.264917475705964,5.20825641488702e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_4",0.564021570265072,-2.32428976195912e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_5",0.197310842487082,-8.14437791406362e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_6",0.247858082808002,-9.81640495259757e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_7",0.100071198487218,-8.09112468460153e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_8",0.583388598890235,-4.70836336002312e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_9",0.442202281164804,3.19241983413182e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_10",0.487041936592032,1.92203044854147e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_11",0.0561892715181128,9.35207036596423e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_12",0.859034300921928,-1.7535739803046e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_13",0.419243655050981,3.9155592643815e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_14",0.13158140485659,-8.6825885916136e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_15",0.196016254139152,-3.80284973982049e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_16",0.258755896911671,-1.12529384584462e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_17",0.488316891427454,1.29399001175257e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_u_18",0.21474730288729,-8.06899992632486e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_1",0.0945399713998691,9.93377121779083e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_2",0.101010321855363,-5.97229969079294e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_3",0.0955539814382817,9.5210895958292e-07,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_4",0.0963232469543542,5.32190974284474e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_5",0.0991343017294927,-6.17333231820588e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_6",0.0998026846642256,7.2004089818091e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_7",0.094898304526875,-3.32105879608038e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_8",0.105926010447728,-6.25523391560232e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_9",0.103346849155371,2.15635786171356e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_10",0.102635322844514,8.34517495675036e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_11",0.0955026433684291,-3.04513436868298e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_12",0.0991083253405619,1.94857664342699e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_13",0.100242355497448,1.51418470964726e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_14",0.104851965036781,1.36190561439665e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_15",0.102279481462599,4.1281739012286e-05,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_16",0.098609695691795,-5.14053863186897e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_17",0.102452397467085,6.25607029902664e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"sigma2_e_18",0.0997419926511311,1.82680672204671e-06,-16143.9383337054,12,1,336.086261034012,8,0,"block",200
"theta_ou_11",0.933020833003529,NA,-16143.9383355331,3,1,100.368906497955,8,0,"block",200
"theta_ou_21",0.528918171807972,NA,-16143.9383355331,3,1,100.368906497955,8,0,"block",200
"theta_ou_12",0.415517403762351,NA,-16143.9383355331,3,1,100.368906497955,8,0,"block",200
"theta_ou_22",1.06518519761567,NA,-16143.9383355331,3,1,100.368906497955,8,0,"block",200
"sigma_ou_11",1.21375160744262,NA,-16143.9383355331,3,1,100.368906497955,8,0,"block",200
"sigma_ou_22",1.27684618139049,NA,-16143.9383355331,3,1,100.368906497955,8,0,"block",200
"lambda_1",0.799488195740563,-1.17350891021967e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_2",1.01539542574239,6.00902693070893e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_3",0.846839415753189,0.000111960032506575,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_4",1.13233021650714,-0.000118739671433055,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_5",0.793223598939848,-2.49913051084683e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_6",1.23323042991128,-1.17630642901823e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_7",0.946437625689043,0.000121232948253169,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_8",1.12130841442541,-0.000109678561071913,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_9",0.894859355024141,9.60990099696524e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_10",1.17486676925627,-6.07358717746864e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_11",0.90898272961004,-6.85760801044655e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_12",1.20687302724786,0.000131152157089254,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_13",0.982679171307377,-3.48605852744654e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_14",1.13086047060007,4.57007277028243e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_15",0.841123834896974,-2.89737741125951e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_16",1.00824260844959,5.26638994642337e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_17",1.2079367591408,-0.000114253958054089,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"lambda_18",1.02868225131345,-1.98956415786711e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_1",0.114588135739695,-1.93376248588603e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_2",0.173283602085756,4.83594994030168e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_3",0.264916967346513,-1.05075238453645e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_4",0.564021817374029,1.863613500349e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_5",0.197310882063163,5.31132771356205e-07,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_6",0.247858542410816,-3.17173589076559e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_7",0.100071283718488,-1.08803866521231e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_8",0.583389629684353,3.44188052006297e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_9",0.442202111020493,4.27759934973349e-08,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_10",0.487041504438784,2.10669939477125e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_11",0.0561890845394381,3.0155496052945e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_12",0.859034510896113,1.22956076352605e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_13",0.41924362569942,2.08161568122141e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_14",0.131581673904627,-1.23579212164271e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_15",0.196016435728716,7.76689469846742e-07,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_16",0.258755826566901,1.93304468540378e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_17",0.488316782586824,-1.41052934096025e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_u_18",0.214747759693131,-1.86212312561912e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_1",0.0945399698762355,-2.72735680395819e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_2",0.101010327064776,8.8776644840069e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_3",0.0955539780651685,6.29881945019006e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_4",0.0963232356413904,-2.16182974892287e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_5",0.0991342961277314,5.28605819696826e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_6",0.0998026823826166,2.58777768718556e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_7",0.0948982997008677,2.2841341166039e-05,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_8",0.105926008074324,-4.53204077387886e-07,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_9",0.103346847790678,-3.34430052567267e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_10",0.102635323076714,-1.55570450720288e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_11",0.0955026402360447,5.69573862602146e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_12",0.0991083223200003,-1.58065624007719e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_13",0.100242352833246,-4.82147394773036e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_14",0.104851967822508,1.14328516274444e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_15",0.102279474140925,-6.60175448877892e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_16",0.0986096922652013,7.5925498687103e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_17",0.102452397287931,-3.33762834178047e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"sigma2_e_18",0.0997419892185489,2.16057441293493e-06,-16143.9383362975,15,1,388.944960832596,9,0,"block",200
"theta_ou_11",0.933075829821427,NA,-16143.9383375484,9,0,195.921249389648,9,0,"block",200
"theta_ou_21",0.528941314341759,NA,-16143.9383375484,9,0,195.921249389648,9,0,"block",200
"theta_ou_12",0.415543738160859,NA,-16143.9383375484,9,0,195.921249389648,9,0,"block",200
"theta_ou_22",1.06523294511989,NA,-16143.9383375484,9,0,195.921249389648,9,0,"block",200
"sigma_ou_11",1.2137824040265,NA,-16143.9383375484,9,0,195.921249389648,9,0,"block",200
"sigma_ou_22",1.27686526168213,NA,-16143.9383375484,9,0,195.921249389648,9,0,"block",200
"lambda_1",0.7994828254081,-2.30647103259332e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_2",1.01538860300631,0.000138323270916008,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_3",0.84683370589002,-9.10291658933193e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_4",1.13232257883483,0.000159878817935333,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_5",0.793218265588891,-0.000115523528359529,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_6",1.23322211279097,-2.44883412721109e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_7",0.946431277377268,-0.000132828216123482,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_8",1.12130084688081,5.2215824986046e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_9",0.894853310035113,-4.1486651616518e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_10",1.17486101330253,-0.000109474265666099,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_11",0.90897831109078,5.00085120954674e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_12",1.20686710728003,6.15770170856456e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_13",0.982674354102074,-3.73078114008774e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_14",1.13085495972541,0.000111723655906726,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_15",0.841119726123158,2.56185302116574e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_16",1.00823767077239,-4.34230428969506e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_17",1.20793084588095,-6.69619666950894e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"lambda_18",1.02867721643654,-2.93013297949507e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_1",0.114588375899426,2.0431846672414e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_2",0.173283780173032,1.29218691290005e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_3",0.264916871916313,-1.73684210409177e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_4",0.564022217928302,7.24104664764219e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_5",0.197310880469968,2.60310495555673e-07,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_6",0.247859223020955,2.63701325133436e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_7",0.100071557485503,1.81152965854949e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_8",0.583390033453797,6.3057446816131e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_9",0.442202212870142,2.41460169842639e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_10",0.487041631384529,1.63024287616782e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_11",0.0561893433637779,-2.922879906982e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_12",0.859034932090469,5.56452612048876e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_13",0.41924368848993,1.00470416860426e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_14",0.131581683212585,6.58261840555049e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_15",0.196016463253401,4.22872996008912e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_16",0.258755962403194,5.16556763132184e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_17",0.488316611386372,-8.19897200299291e-07,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_u_18",0.214747849720811,7.27953747458807e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_1",0.0945399728182669,2.61696799053052e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_2",0.101010326400351,-7.37197588270011e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_3",0.095553974655775,-3.60364984573758e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_4",0.0963232373530158,3.07938394357443e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_5",0.0991342865449443,-1.62672577769911e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_6",0.0998026890640676,1.53989667988023e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_7",0.0948982860773517,-1.23903033643347e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_8",0.10592601071109,-1.01059129277055e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_9",0.1033468494969,9.96337095686417e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_10",0.102635317212908,3.49537395247235e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_11",0.0955026383875077,-2.20560463617264e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_12",0.0991083187397099,1.02135638817141e-05,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_13",0.100242359210367,8.22455866470589e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_14",0.104851965760046,-9.87154738010636e-07,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_15",0.102279474213422,2.47128517510964e-07,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_16",0.0986096933755111,-8.73150240293316e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_17",0.102452393410957,4.5908362950875e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"sigma2_e_18",0.0997419946852673,-7.42936113708181e-06,-16143.9383377443,18,2,397.169111251831,10,2,"block",200
"theta_ou_11",0.933083421916226,NA,-16143.9383378488,6,0,148.952381372452,10,2,"block",200
"theta_ou_21",0.52893954872199,NA,-16143.9383378488,6,0,148.952381372452,10,2,"block",200
"theta_ou_12",0.415546896674369,NA,-16143.9383378488,6,0,148.952381372452,10,2,"block",200
"theta_ou_22",1.06524089639542,NA,-16143.9383378488,6,0,148.952381372452,10,2,"block",200
"sigma_ou_11",1.21381162790444,NA,-16143.9383378488,6,0,148.952381372452,10,2,"block",200
"sigma_ou_22",1.27689970021725,NA,-16143.9383378488,6,0,148.952381372452,10,2,"block",200
